NO_PRODUK,NO_PELANGGAN,NO_WAKTU,JUMLAH_PENJUALAN
51775,,49,3
51915,,49,3
51175,,49,2
51220,,49,2
51235,,49,2
51835,,49,6
51855,,49,6
50475,538550,49,1
50485,538550,49,1
51095,538550,49,1
51835,,49,9
51845,,49,6
51850,,49,6
51855,,49,9
52275,,49,1
50155,534590,49,2
50165,534590,49,2
51095,534590,49,1
50155,,49,1
51095,,49,1
50955,,49,1
50965,,49,1
50970,,49,1
51890,,49,2
51900,,49,2
51910,,49,2
51975,,49,1
52190,,49,12
52265,,49,2
50155,511980,49,1
51095,511980,49,2
51890,536140,49,4
51900,536140,49,4
51910,536140,49,4
52190,536140,49,12
50155,521240,49,1
50140,,49,3
51095,,49,1
51835,,49,6
51855,,49,6
50475,,49,1
50485,,49,1
50940,,49,2
50950,,49,2
50960,,49,2
51975,,49,4
52205,,49,4
52265,,49,4
50015,,49,3
50035,,49,3
50485,,49,1
50640,,49,1
51675,,49,1
51835,,49,6
51855,,49,6
51835,,49,6
51855,,49,6
51095,506470,49,5
51390,506470,49,5
51890,506470,49,4
51900,506470,49,4
51910,506470,49,4
51250,,49,2
51265,,49,1
51775,,49,6
51915,,49,6
51985,,49,3
52130,,49,3
52215,,49,3
52275,,49,3
50155,,49,1
51390,,49,5
51095,,49,5
51390,,49,5
50155,513650,49,1
51390,513650,49,5
51095,,49,5
51390,,49,5
51610,,49,2
51095,,49,5
51390,,49,5
50475,,49,1
51095,,49,1
51675,,49,1
51095,505360,49,1
51095,,49,1
51435,,49,12
51660,,49,1
51675,,49,1
50475,,49,1
50485,,49,1
51095,,49,1
51660,,49,1
51675,,49,1
51095,519350,49,1
51660,519350,49,1
51675,519350,49,1
50640,533510,49,1
50650,533510,49,1
50730,533510,49,12
51095,,49,1
50375,505510,49,12
51415,505510,49,12
51425,505510,49,12
51435,505510,49,12
51660,505510,49,1
51675,505510,49,1
51390,,49,50
50905,,49,1
50910,,49,1
50915,,49,1
51590,,49,1
51780,,49,2
51835,,49,2
51845,,49,1
51850,,49,1
51855,,49,2
51885,,49,6
51895,,49,6
51900,,49,12
51905,,49,6
51910,,49,12
51920,,49,1
51925,,49,6
51930,,49,6
51935,,49,6
51940,,49,6
51945,,49,6
51950,,49,6
51985,,49,3
52130,,49,3
52190,,49,24
52215,,49,3
52275,,49,3
51890,,49,4
51900,,49,4
51910,,49,4
52150,,49,1
52160,,49,1
52180,,49,1
52190,,49,12
50955,,49,4
50965,,49,4
50970,,49,4
51775,,49,1
50940,,49,4
50950,,49,4
50960,,49,4
51775,,49,2
51190,514470,49,3
51220,514470,49,3
51235,514470,49,3
51775,514470,49,3
51835,514470,49,1
51855,514470,49,1
51940,514470,49,12
51950,514470,49,12
51975,514470,49,1
51985,514470,49,3
52180,514470,49,1
52215,514470,49,3
52275,514470,49,3
51175,,49,1
51190,,49,1
51205,,49,1
51220,,49,1
51235,,49,2
51890,,49,4
51900,,49,4
51910,,49,4
51925,,49,2
51930,,49,2
51935,,49,2
51940,,49,2
51945,,49,2
51950,,49,2
52190,,49,12
51590,,49,3
51775,,49,1
51975,,49,6
51985,,49,3
52120,,49,6
52130,,49,3
52145,,49,3
52150,,49,2
52155,,49,3
52160,,49,2
52165,,49,3
52175,,49,3
52180,,49,2
52205,,49,6
52215,,49,3
52265,,49,6
52275,,49,3
50955,,49,1
50965,,49,1
50970,,49,1
51775,,49,5
50550,546920,49,5
50600,546920,49,5
50140,507470,49,25
51285,507470,49,500
51290,507470,49,200
51335,507470,49,2
51350,507470,49,1
51360,507470,49,1
51370,507470,49,1
51405,507470,49,3
51475,507470,49,2
51715,507470,49,1
51725,507470,49,1
51835,507470,49,5
51855,507470,49,5
52150,507470,49,15
52160,507470,49,10
52180,507470,49,15
51095,,49,3
51390,,49,5
50145,,49,2
50155,,49,2
50165,,49,1
51715,,49,1
51660,,49,3
51675,,49,3
50145,,49,1
50165,,49,1
50465,,49,3
50475,,49,3
50485,,49,3
51285,,49,5
51095,,49,2
50140,520280,49,2
51095,520280,49,2
50140,,49,2
50155,,49,1
51095,,49,1
50165,526350,49,1
51685,526350,49,1
51715,526350,49,1
50475,509280,49,2
50485,509280,49,1
51540,509280,49,12
51550,509280,49,12
51660,509280,49,1
51675,509280,49,2
50445,514820,49,1
50650,514820,49,1
51890,514820,49,2
51900,514820,49,2
51910,514820,49,2
52150,514820,49,1
52180,514820,49,1
52245,514820,49,4
50155,529530,49,2
50165,529530,49,2
50445,529530,49,2
50475,529530,49,1
51095,529530,49,1
51250,529530,49,1
51255,529530,49,1
51675,529530,49,1
51685,509040,49,2
51775,509040,49,3
51835,509040,49,3
51855,509040,49,3
51915,509040,49,3
51975,509040,49,1
52120,509040,49,1
52205,509040,49,1
52265,509040,49,1
50365,529130,49,12
51415,529130,49,12
51435,529130,49,12
51890,529130,49,4
51900,529130,49,4
51910,529130,49,4
51930,529130,49,4
51940,529130,49,4
51950,529130,49,4
51975,529130,49,3
52120,529130,49,3
52205,529130,49,3
52265,529130,49,3
51855,,49,3
51890,,49,2
51900,,49,2
51910,,49,2
51915,,49,3
52190,,49,12
52245,,49,6
50940,504870,49,1
50950,504870,49,1
50960,504870,49,1
51835,504870,49,3
51855,504870,49,3
51930,504870,49,2
51940,504870,49,2
51950,504870,49,2
52180,504870,49,1
52200,504870,49,6
52245,504870,49,6
51285,,49,1
51290,,49,1
51890,,49,1
51900,,49,1
51910,,49,1
51930,,49,2
51940,,49,2
51950,,49,2
52150,,49,1
,,49,1
50145,,49,1
50365,,49,12
50475,,49,1
50485,,49,1
50550,,49,1
50600,,49,1
50730,,49,1
50740,,49,1
50750,,49,1
50760,,49,1
51095,,49,1
51435,,49,12
51660,,49,1
51675,,49,1
51695,,49,1
51725,,49,3
51745,,49,12
51765,,49,12
50145,,49,1
50165,,49,1
51425,,49,12
51435,,49,12
51685,,49,1
51685,,49,1
51695,,49,1
50155,531410,49,3
50485,,49,1
51255,,49,1
51285,,49,1
51660,,49,1
51675,,49,1
50740,509900,49,6
50750,509900,49,6
50760,509900,49,3
51350,509900,49,5
51380,509900,49,5
51405,509900,49,5
50550,501640,49,5
50600,501640,49,2
50730,501640,49,1
50145,546300,49,1
50550,546300,49,3
50750,546300,49,12
51425,546300,49,12
51765,546300,49,24
50145,,49,2
51685,,49,3
51725,,49,5
51890,,49,12
51900,,49,12
51910,,49,12
52150,,49,2
52160,,49,2
52180,,49,6
50600,,144,6
50400,,144,2
50410,,144,2
50430,,144,1
50650,,144,1
50905,,144,1
50910,,144,2
50915,,144,2
51285,,144,1
51290,,144,1
50155,504580,144,6
51095,504580,144,1
51250,504580,144,4
51265,504580,144,1
51280,504580,144,1
51610,504580,144,1
51705,504580,144,3
51640,,19,1
51645,,19,1
51890,,19,11
51900,,19,8
51910,,19,11
51990,,19,2
52135,,19,2
52150,,19,1
52180,,19,1
52220,,19,4
52280,,19,4
51890,,144,8
51900,,144,8
51910,,144,8
51990,,144,4
52135,,144,3
52150,,144,2
52160,,144,1
52170,,144,1
52180,,144,3
52220,,144,3
52280,,144,5
50640,543330,93,4
50650,543330,93,8
50640,,93,8
50650,,93,4
50640,546360,93,3
50650,546360,93,7
51290,546360,93,1
50600,,93,6
50550,,93,3
51390,,93,2
50140,,93,3
51390,,93,5
50140,522210,93,2
50155,522210,93,1
51510,501600,93,24
51540,501600,93,24
51550,501600,93,24
50740,500220,93,3
50750,500220,93,3
50730,501000,93,3
50740,501000,93,3
50750,501000,93,3
50760,501000,93,3
52055,501000,93,3
52065,501000,93,3
51285,,93,1
51290,,93,1
51775,524900,93,3
51835,524900,93,3
51855,524900,93,3
51885,524900,93,2
51895,524900,93,2
51905,524900,93,2
51915,524900,93,3
52150,524900,93,1
52180,524900,93,1
52190,524900,93,6
51850,533660,93,3
52160,533660,93,2
52180,533660,93,2
52200,533660,93,3
52245,533660,93,3
50155,512030,93,2
51855,512030,93,3
50640,513750,93,2
50650,513750,93,2
51890,524590,93,4
51900,524590,93,4
51910,524590,93,4
52150,524590,93,2
52160,524590,93,2
52180,524590,93,2
50270,529840,93,6
50300,529840,93,6
51835,529840,93,3
51855,529840,93,3
51890,529840,93,4
51900,529840,93,4
51910,529840,93,4
52135,529840,93,1
52160,529840,93,1
52180,529840,93,1
52280,529840,93,1
50740,532100,93,6
51775,,93,1
51775,,93,1
51835,,93,6
51855,,93,6
51915,,93,1
51775,,93,1
50010,,93,1
50020,,93,4
50030,,93,1
50040,,93,4
50055,,93,1
50065,,93,4
50330,,93,1
51775,,93,2
52200,,93,1
52245,,93,12
51175,,93,1
51180,,93,1
51190,,93,1
51220,,93,1
51225,,93,1
51240,,93,1
51775,,93,1
51775,,93,1
51845,,93,6
51850,,93,6
51915,,93,1
52150,,93,4
52160,,93,4
52180,,93,4
51800,,93,4
51830,,93,4
51835,,93,6
51875,,93,4
52130,,93,2
52150,,93,1
52180,,93,1
52215,,93,2
52275,,93,2
51775,503960,93,6
51835,503960,93,6
51855,503960,93,6
51915,503960,93,6
50940,,93,4
50950,,93,4
50955,,93,1
50960,,93,4
50965,,93,1
50970,,93,1
51590,,93,1
51775,,93,1
51780,,93,1
51860,,93,1
52200,,93,1
50550,,93,6
50600,,93,1
50610,,93,2
50620,,93,2
50630,,93,3
50660,,93,2
50145,,93,3
50155,,93,3
50165,,93,3
50760,544980,93,12
51175,544980,93,1
51190,544980,93,1
51205,544980,93,1
51415,544980,93,12
50155,,93,1
50165,,93,1
50445,,93,1
50455,,93,1
51260,,93,1
51275,,93,1
50145,,93,2
50475,,93,1
50485,,93,1
50730,,93,6
50740,,93,6
50750,,93,6
50760,,93,6
50155,510860,93,2
50165,510860,93,1
50485,510860,93,1
50600,510860,93,1
51095,510860,93,1
51660,510860,93,1
51675,510860,93,1
51685,510860,93,1
51715,510860,93,2
50365,,93,12
50385,,93,12
51095,,93,1
51425,,93,12
51660,,93,2
51675,,93,2
50530,,93,3
50540,,93,3
50550,,93,2
50600,,93,2
50590,507870,93,2
50640,,93,1
50740,,93,3
50750,,93,3
51290,,93,1
51390,,93,1
51990,,93,1
52180,,93,1
52280,,93,1
51640,,93,2
51645,,93,2
51650,,93,2
51815,,93,2
50475,,93,1
50485,,93,1
51095,,93,3
50445,,93,12
50455,,93,3
51285,,93,1
51290,,93,1
51095,,93,1
51610,,93,1
50140,,93,2
50155,,93,1
51095,,93,1
51095,,93,1
51610,,93,1
51095,,93,2
51610,,93,2
50140,,93,5
51095,,93,1
51285,512570,93,1
51290,512570,93,2
51660,,93,1
51675,,93,1
51775,,93,3
51915,,93,3
52160,,93,1
52180,,93,1
50140,,93,1
50155,,93,2
50445,,93,3
51705,,93,1
51715,,93,1
52150,,93,1
52170,,93,1
51415,,93,24
51610,,93,1
51845,,93,3
51850,,93,3
50960,,93,2
51095,,93,1
51650,,93,1
51775,,93,3
51780,,93,2
51835,,93,3
51845,,93,3
51850,,93,3
51855,,93,3
51915,,93,3
51985,,93,1
52180,,93,1
52215,,93,1
52275,,93,1
50155,506130,93,3
50090,,93,65
51775,,93,1
50955,,93,4
50965,,93,4
50970,,93,4
51775,,93,16
52385,,93,6
52390,,93,6
50140,503110,93,5
51250,503110,93,20
51255,503110,93,20
51280,503110,93,20
51290,503110,93,20
51390,503110,93,5
52055,503110,93,12
52065,503110,93,12
52075,503110,93,12
52085,503110,93,12
52150,503110,93,1
52160,503110,93,1
52170,503110,93,2
51990,,93,4
52135,,93,3
52150,,93,2
52160,,93,1
52170,,93,2
52180,,93,1
52220,,93,5
52280,,93,4
50400,,93,1
50410,,93,1
50430,,93,1
50445,,93,1
50640,,93,1
50650,,93,1
51285,,93,1
51890,,93,5
51900,,93,5
51910,,93,5
50140,504580,93,1
50155,504580,93,2
50165,504580,93,1
51095,504580,93,1
51250,504580,93,3
51265,504580,93,1
51280,504580,93,1
51305,504580,93,1
51390,504580,93,1
51705,504580,93,2
50140,504580,110,1
50155,504580,110,2
51250,504580,110,4
51265,504580,110,1
51280,504580,110,1
51705,504580,110,1
50400,,110,1
50445,,110,1
50455,,110,2
50465,,110,1
50640,,110,1
50650,,110,1
51285,,110,1
51290,,110,1
51060,,110,1
51155,,110,1
50940,525490,110,8
50950,525490,110,8
50955,525490,110,4
50960,525490,110,8
50965,525490,110,4
50970,525490,110,4
51175,525490,110,6
51190,525490,110,6
51220,525490,110,6
51235,525490,110,6
51640,525490,110,6
51645,525490,110,6
51650,525490,110,6
51775,525490,110,10
51835,525490,110,3
51855,525490,110,2
51890,525490,110,1
51900,525490,110,1
51910,525490,110,2
51915,525490,110,5
51925,525490,110,4
51930,525490,110,1
51935,525490,110,4
51940,525490,110,1
51945,525490,110,4
51950,525490,110,1
51975,525490,110,2
51990,525490,110,9
52120,525490,110,2
52135,525490,110,9
52150,525490,110,4
52160,525490,110,4
52170,525490,110,4
52180,525490,110,4
52190,525490,110,3
52205,525490,110,2
52220,525490,110,9
52265,525490,110,2
52280,525490,110,9
50550,,110,6
50600,,110,6
50730,,110,6
50740,,110,6
52065,,110,6
50550,,110,6
50580,,110,3
50600,,110,6
50740,,110,6
51250,538410,110,1
51265,538410,110,1
51280,538410,110,1
51610,538410,110,2
51305,,110,1
51610,,110,2
51775,,110,1
51190,,110,2
51205,,110,1
51235,,110,2
51775,,110,2
50065,,110,1
50430,,110,1
51175,,110,1
51585,,110,1
51775,,110,3
52475,,110,8
52480,,110,8
52485,,110,8
51175,,110,3
51180,,110,4
51225,,110,3
51240,,110,3
51775,,110,3
51835,,110,3
51855,,110,3
51890,,110,2
51900,,110,2
51910,,110,2
51915,,110,3
51930,,110,2
51940,,110,2
51950,,110,2
52150,,110,1
52160,,110,1
52170,,110,1
52180,,110,1
52190,,110,12
50475,,110,1
50485,,110,1
51285,,110,1
51290,,110,1
51675,,110,1
50730,518420,110,6
50760,518420,110,6
51415,518420,110,24
51425,518420,110,24
51685,518420,110,3
50730,513820,110,6
50740,513820,110,6
51285,513820,110,1
50155,,110,3
50465,,110,2
50475,,110,1
51660,,110,1
51675,,110,1
51835,,110,3
51855,,110,3
52150,,110,1
52170,,110,1
52245,,110,6
51890,522380,110,3
51900,522380,110,3
51910,522380,110,4
51925,522380,110,2
51935,522380,110,2
51945,522380,110,2
51975,522380,110,3
52120,522380,110,3
52190,522380,110,6
52205,522380,110,3
52265,522380,110,3
50365,501690,110,12
50940,501690,110,2
50950,501690,110,2
50960,501690,110,2
51415,501690,110,12
51435,501690,110,12
51685,501690,110,2
51765,501690,110,12
50020,,110,3
50040,,110,3
50065,,110,3
50400,,110,2
50410,,110,2
50420,,110,2
50430,,110,2
51775,,110,6
51845,,110,3
51855,,110,3
51915,,110,6
51975,,110,3
52120,,110,3
52150,,110,1
52170,,110,1
52185,,110,24
51775,501770,110,3
51835,501770,110,7
51855,501770,110,1
51915,501770,110,1
51975,501770,110,3
51985,501770,110,1
52120,501770,110,3
52130,501770,110,1
52150,501770,110,2
52160,501770,110,2
52170,501770,110,2
52180,501770,110,2
52205,501770,110,3
52215,501770,110,2
52265,501770,110,3
52275,501770,110,2
51835,526390,110,3
51855,526390,110,3
51885,526390,110,4
51895,526390,110,4
51905,526390,110,4
51925,526390,110,1
51930,526390,110,4
51935,526390,110,1
51940,526390,110,4
51945,526390,110,1
51950,526390,110,4
52150,526390,110,1
52170,526390,110,1
50940,,110,2
50950,,110,2
50960,,110,2
51775,,110,6
51915,,110,6
51775,,110,6
51835,,110,3
51855,,110,3
51915,,110,6
51610,,110,3
51660,503880,110,1
51675,503880,110,1
51885,503880,110,4
51895,503880,110,4
51905,503880,110,4
50955,,110,4
50965,,110,4
50970,,110,4
51775,,110,6
51915,,110,6
50145,504830,110,2
50155,504830,110,2
50165,504830,110,2
50485,504830,110,1
51685,504830,110,2
51715,504830,110,1
51775,,110,1
51990,527900,110,2
52135,527900,110,4
52170,527900,110,2
52180,527900,110,2
52220,527900,110,4
52280,527900,110,2
51095,,110,2
50495,517450,110,1
50500,517450,110,1
50510,517450,110,1
51895,517450,110,6
51905,517450,110,6
51930,517450,110,2
51940,517450,110,2
51950,517450,110,2
52180,517450,110,1
51610,,110,2
50730,509260,110,3
50740,509260,110,3
50760,509260,110,3
52055,509260,110,3
52085,509260,110,3
52150,509260,110,1
52160,509260,110,1
52180,509260,110,2
50145,544240,110,2
50165,544240,110,2
51685,544240,110,2
50020,544960,110,1
50040,544960,110,1
50065,544960,110,1
50445,544960,110,3
50465,544960,110,1
50940,544960,110,1
50950,544960,110,1
50960,544960,110,1
51285,544960,110,1
51290,544960,110,1
52160,544960,110,1
52180,544960,110,1
50580,,110,3
50155,,110,1
50165,,110,1
50445,,110,1
51285,,110,1
51685,,110,1
51695,,110,1
51835,,110,3
50445,513760,110,5
50465,513760,110,3
51835,513760,110,1
51855,513760,110,2
51940,513760,110,2
51950,513760,110,2
52170,513760,110,1
52245,513760,110,3
52485,513760,110,3
51285,528140,110,2
50730,505580,110,6
50740,505580,110,6
50750,505580,110,6
50760,505580,110,6
51890,505580,110,16
51900,505580,110,16
51910,505580,110,16
51985,505580,110,3
51990,505580,110,5
52130,505580,110,3
52135,505580,110,5
52150,505580,110,2
52160,505580,110,1
52180,505580,110,1
52215,505580,110,3
52220,505580,110,4
52275,505580,110,3
52280,505580,110,4
50155,,110,2
51095,,110,1
50155,512220,110,2
50165,512220,110,2
51930,512220,110,4
51940,512220,110,4
51950,512220,110,4
52150,512220,110,2
52170,512220,110,2
52180,512220,110,2
50955,,110,3
51705,,110,1
51775,,110,1
51780,,110,3
51835,,110,1
50475,,110,2
50485,,110,1
51660,,110,2
51675,,110,1
50155,,110,1
50165,,110,1
50740,,110,2
50760,,110,3
51285,,110,1
51575,,110,3
51580,,110,3
51835,,110,2
51775,,110,3
51915,,110,3
50730,,110,6
52075,,110,6
50485,529650,110,1
50730,529650,110,3
51675,529650,110,1
51685,529650,110,1
52180,529650,110,1
50730,,110,3
50740,,110,3
51095,,110,1
51305,,110,1
51660,,110,3
51675,,110,3
50600,,110,1
50730,,110,3
50750,,110,3
50365,,110,24
50385,,110,24
51415,,110,24
51435,,110,24
51745,,110,24
51765,,110,24
51775,,110,1
51855,,110,1
50620,,110,1
50630,,110,1
50660,,110,1
50730,,110,12
50740,,110,12
50750,,110,12
50600,531300,110,1
50610,531300,110,1
50620,531300,110,1
50630,531300,110,1
50670,531300,110,1
50680,531300,110,1
50690,531300,110,1
50730,531300,110,12
50740,531300,110,24
52075,531300,110,12
51560,,93,1
51570,,93,1
50155,500240,16,1
51095,500240,16,1
51560,,16,1
51570,,16,2
51575,,16,2
51580,,16,2
51585,,16,2
51985,,16,2
52215,,16,2
52275,,16,2
51890,539060,16,4
51900,539060,16,4
51910,539060,16,4
52150,539060,16,1
52170,539060,16,1
52500,539060,16,2
52150,511050,16,2
52170,511050,16,2
52190,511050,16,6
51890,,16,4
51900,,16,4
51910,,16,4
51990,,16,2
52135,,16,3
52150,,16,2
52160,,16,2
52170,,16,2
52180,,16,2
52185,,16,12
52220,,16,2
52280,,16,3
50940,,16,2
50950,,16,2
50960,,16,2
51095,,16,1
51285,,16,2
51575,,16,2
51580,,16,2
51585,,16,2
51835,,16,3
51855,,16,3
51975,,16,3
52120,,16,3
52150,,16,1
52170,,16,1
52205,,16,3
52265,,16,3
50475,,16,1
50485,,16,1
52150,,16,1
52160,,16,1
52170,,16,1
52180,,16,1
50495,539020,16,2
50505,539020,16,2
50510,539020,16,2
51835,539020,16,3
51855,539020,16,3
51890,539020,16,4
51900,539020,16,4
51910,539020,16,4
51930,539020,16,2
51940,539020,16,2
51950,539020,16,2
52150,539020,16,1
52160,539020,16,1
52170,539020,16,1
52180,539020,16,1
52185,539020,16,24
50025,,16,2
50045,,16,2
50070,,16,2
50285,,16,3
50315,,16,3
50400,,16,1
50410,,16,1
50420,,16,1
50430,,16,1
51890,,16,4
51900,,16,4
51910,,16,4
51975,,16,2
52120,,16,2
52160,,16,1
52180,,16,1
52190,,16,6
52265,,16,2
50275,529840,16,3
50285,529840,16,3
50305,529840,16,2
50315,529840,16,3
50495,529840,16,3
50500,529840,16,3
50505,529840,16,3
50510,529840,16,3
51925,529840,16,2
51930,529840,16,2
51935,529840,16,2
51940,529840,16,2
51945,529840,16,2
51950,529840,16,2
50670,,16,3
50600,,16,3
50550,,16,3
50670,,16,3
50680,,16,3
51250,,16,2
51660,,16,1
51675,,16,1
50550,531280,16,1
50590,531280,16,1
50600,531280,16,1
50155,,16,2
50165,,16,1
51095,,16,1
51285,,16,1
51290,,16,1
51705,,16,6
51245,511940,16,1
51255,511940,16,1
51280,511940,16,1
51285,511940,16,3
50140,,16,5
50155,,16,1
51660,,16,1
51675,,16,1
51285,,16,6
51540,,16,12
50140,539220,16,2
51250,539220,16,3
51265,539220,16,2
51280,539220,16,2
51285,539220,16,1
51290,539220,16,1
51610,539220,16,2
51095,,16,1
51285,,16,5
51660,,16,3
51675,,16,3
51095,,16,10
51095,,16,2
51610,,16,3
51435,,16,60
51095,,16,1
51305,,16,1
51610,,16,1
50140,,16,2
51095,,16,2
51285,,16,1
51290,,16,2
51305,,16,1
50640,526420,16,1
50650,526420,16,1
51695,526420,16,1
51095,515440,16,1
51660,515440,16,1
51675,515440,16,1
51305,,16,5
50550,544720,16,1
51095,543850,16,3
51610,543850,16,2
51250,500140,16,5
51280,500140,16,5
50550,520890,16,1
50600,520890,16,2
50740,,16,6
50165,,16,2
51705,,16,1
51715,,16,2
51095,525630,16,1
51305,525630,16,1
50730,,16,21
50740,,16,24
51095,,16,3
51305,,16,3
51095,501350,16,50
50385,,16,12
51415,,16,60
51095,,16,5
50475,,16,1
50485,,16,1
50730,,16,12
51660,,16,3
51675,,16,3
51695,510860,16,1
51715,510860,16,1
50145,,16,1
50550,,16,3
50600,,16,3
51695,,16,1
50550,,16,6
50610,,16,3
50660,,16,3
50710,,16,1
50720,,16,3
50730,,16,6
50740,,16,18
50750,,16,12
50760,,16,6
52065,,16,6
51095,523150,16,1
51305,523150,16,1
51095,,16,1
51095,504260,16,5
51095,,16,1
51890,,16,2
51900,,16,2
51910,,16,2
51285,,16,1
52160,,16,1
52170,,16,1
52180,,16,2
50530,,16,6
50540,,16,6
50550,,16,3
51095,,16,1
51095,537450,16,1
50750,505830,16,6
51095,505830,16,2
51695,,16,1
51715,,16,1
50145,528520,16,2
50155,528520,16,1
50165,528520,16,2
51715,528520,16,1
51800,500210,16,1
51830,500210,16,1
51855,500210,16,3
51875,500210,16,1
51970,500210,16,1
52115,500210,16,1
52185,500210,16,12
52260,500210,16,1
51775,,16,6
51915,,16,2
51195,,16,1
51225,,16,1
51240,,16,1
51835,,16,3
51855,,16,3
51975,,16,3
52245,,16,3
52265,,16,3
50155,,16,2
50165,,16,1
50435,,16,2
50445,,16,2
50455,,16,2
50465,,16,2
50610,527890,16,3
50620,527890,16,3
50630,527890,16,3
50670,527890,16,3
50680,527890,16,3
50700,527890,16,3
50720,527890,16,2
50730,527890,16,12
50740,527890,16,24
50750,527890,16,12
50770,527890,16,2
51745,527890,16,12
50550,529990,16,2
50600,529990,16,2
50680,529990,16,2
50730,529990,16,1
50740,529990,16,1
52015,529990,16,3
52065,529990,16,6
50365,531300,16,12
51415,531300,16,24
51435,531300,16,24
51650,,16,1
51890,,16,4
51900,,16,4
51910,,16,4
51990,,16,1
52135,,16,2
52150,,16,3
52160,,16,2
52170,,16,2
52180,,16,1
52220,,16,2
52280,,16,4
50400,,39,1
50410,,39,1
50420,,39,1
50430,,39,1
50445,,39,1
50455,,39,1
50465,,39,1
50640,,39,1
50650,,39,1
50905,,39,1
50910,,39,1
50915,,39,2
51290,,39,1
51890,,39,2
51900,,39,2
51910,,39,2
51930,,39,2
51940,,39,2
51950,,39,2
52190,,39,6
50155,504580,39,2
51095,504580,39,2
51250,504580,39,1
51255,504580,39,1
51265,504580,39,1
51280,504580,39,1
51305,504580,39,1
51610,504580,39,1
51705,504580,39,3
50155,500240,39,1
50165,500240,39,1
50640,500240,39,1
50650,500240,39,1
51095,500240,39,2
51285,500240,39,1
51305,500240,39,1
51610,500240,39,2
51250,,39,1
51255,,39,1
51265,,39,1
51280,,39,1
50345,506840,39,3
50445,506840,39,4
50465,506840,39,2
50485,,39,1
50640,,39,1
50580,518110,39,3
50600,518110,39,2
51095,,39,1
51305,,39,1
51610,,39,3
51305,517500,39,2
50940,526180,39,2
50950,526180,39,2
50955,526180,39,1
50960,526180,39,2
50965,526180,39,1
50970,526180,39,1
51190,526180,39,1
51220,526180,39,1
51235,526180,39,1
51775,526180,39,3
51835,526180,39,3
51855,526180,39,3
51915,526180,39,3
52200,526180,39,3
52245,526180,39,3
50145,502210,39,2
50485,502210,39,1
51685,502210,39,2
51695,502210,39,1
50475,,39,2
50610,,39,1
51305,,39,1
51660,,39,1
51675,,39,2
50485,,39,2
50730,,39,3
50750,,39,3
51685,,39,1
51695,,39,1
50550,508550,39,1
50600,508550,39,2
50385,517170,39,12
50730,517170,39,6
50740,517170,39,6
50760,517170,39,6
51415,517170,39,12
51435,517170,39,12
51775,527660,39,1
51685,501640,39,1
50630,501640,39,1
50670,501640,39,1
50680,501640,39,1
50690,501640,39,1
50455,507470,39,100
51285,507470,39,500
51290,507470,39,250
51520,,39,2
50960,,39,12
50955,,39,6
50965,,39,6
51590,,39,6
51855,,39,6
51775,,39,1
51915,,39,1
52245,,39,6
52475,,39,2
52480,,39,2
52485,,39,2
50905,518650,39,1
50910,518650,39,1
50915,518650,39,1
50940,518650,39,6
50950,518650,39,6
50955,518650,39,3
50960,518650,39,6
50965,518650,39,3
51175,518650,39,2
51190,518650,39,2
51220,518650,39,2
51235,518650,39,2
51555,518650,39,3
51565,518650,39,3
51575,518650,39,3
51580,518650,39,3
51595,518650,39,2
51600,518650,39,3
52185,518650,39,12
51775,,39,1
50940,512110,39,2
50950,512110,39,2
50960,512110,39,2
51890,512110,39,6
51900,512110,39,6
51910,512110,39,6
51930,512110,39,2
51940,512110,39,2
51950,512110,39,2
51985,512110,39,1
52130,512110,39,1
52150,512110,39,1
52170,512110,39,1
52180,512110,39,1
52215,512110,39,2
52275,512110,39,2
51175,518550,39,6
51190,518550,39,6
51205,518550,39,6
51220,518550,39,6
51235,518550,39,6
51775,518550,39,6
51800,518550,39,6
51830,518550,39,6
51835,518550,39,6
51855,518550,39,6
51875,518550,39,6
51885,518550,39,6
51895,518550,39,6
51905,518550,39,6
51915,518550,39,6
51930,518550,39,6
51940,518550,39,6
51950,518550,39,6
51975,518550,39,6
52120,518550,39,6
52150,518550,39,1
52160,518550,39,1
52170,518550,39,1
52180,518550,39,1
52185,518550,39,24
52205,518550,39,6
52245,518550,39,12
52265,518550,39,6
50145,514910,39,1
50550,514910,39,3
50600,514910,39,2
50620,514910,39,1
50630,514910,39,1
50670,514910,39,1
50680,514910,39,3
50690,514910,39,2
50700,514910,39,1
50550,,39,1
50600,,39,2
51685,,39,6
50550,,39,6
50560,,39,6
50570,,39,2
50620,,39,6
50630,,39,6
50680,,39,6
50730,,39,12
50740,,39,12
50750,,39,6
52065,,39,6
52440,,39,6
52450,,39,6
51175,500350,39,1
51190,500350,39,1
51205,500350,39,1
51220,500350,39,1
51235,500350,39,2
51775,500350,39,1
51935,500350,39,3
51945,500350,39,3
51950,500350,39,3
52245,500350,39,12
51640,,39,1
51645,,39,1
51650,,39,1
51890,,39,2
51900,,39,5
51910,,39,5
51990,,39,3
52135,,39,3
52150,,39,1
52160,,39,2
52170,,39,1
52180,,39,3
52220,,39,4
52280,,39,5
50155,504580,86,4
50515,504580,86,1
51095,504580,86,1
51250,504580,86,3
51280,504580,86,1
51305,504580,86,1
51390,504580,86,1
51610,504580,86,1
50400,,86,1
50410,,86,1
50420,,86,1
50430,,86,1
50455,,86,1
50465,,86,2
50640,,86,1
50650,,86,1
